Gene stable ID	Gene name	Human gene stable ID	Human gene name
ENSMUSG00000022867	Usp25	ENSG00000155313	USP25
ENSMUSG00000054814	Usp46	ENSG00000109189	USP46
ENSMUSG00000043411	Usp48	ENSG00000090686	USP48
ENSMUSG00000047712	Ust	ENSG00000111962	UST
ENSMUSG00000028907	Utp11	ENSG00000183520	UTP11
ENSMUSG00000019820	Utrn	ENSG00000152818	UTRN
ENSMUSG00000028963	Uts2	ENSG00000049247	UTS2
ENSMUSG00000021614	Vcan	ENSG00000038427	VCAN
ENSMUSG00000049882	Vcpkmt	ENSG00000100483	VCPKMT
ENSMUSG00000008892	Vdac3	ENSG00000078668	VDAC3
ENSMUSG00000023951	Vegfa	ENSG00000112715	VEGFA
ENSMUSG00000015747	Vps45	ENSG00000136631	VPS45
ENSMUSG00000024983	Vti1a	ENSG00000151532	VTI1A
ENSMUSG00000020319	Wdpcp	ENSG00000143951	WDPCP
ENSMUSG00000042055	Wdr11	ENSG00000120008	WDR11
ENSMUSG00000035560	Wdr20rt	ENSG00000140153	WDR20
ENSMUSG00000036769	Wdr44	ENSG00000131725	WDR44
ENSMUSG00000027242	Wdr76	ENSG00000092470	WDR76
ENSMUSG00000045690	Wdr89	ENSG00000140006	WDR89
ENSMUSG00000026988	Wdsub1	ENSG00000196151	WDSUB1
ENSMUSG00000041895	Wipi1	ENSG00000070540	WIPI1
ENSMUSG00000024050	Wiz	ENSG00000011451	WIZ
ENSMUSG00000028173	Wls	ENSG00000116729	WLS
ENSMUSG00000021994	Wnt5a	ENSG00000114251	WNT5A
ENSMUSG00000063430	Wscd2	ENSG00000075035	WSCD2
ENSMUSG00000016458	Wt1	ENSG00000184937	WT1
ENSMUSG00000018849	Wwc1	ENSG00000113645	WWC1
ENSMUSG00000004637	Wwox	ENSG00000186153	WWOX
ENSMUSG00000025027	Xpnpep1	ENSG00000108039	XPNPEP1
ENSMUSG00000000131	Xpo6	ENSG00000169180	XPO6
ENSMUSG00000076432	Ywhaq	ENSG00000134308	YWHAQ
ENSMUSG00000056586	Zar1l	ENSG00000189167	ZAR1L
ENSMUSG00000049672	Zbtb14	ENSG00000198081	ZBTB14
ENSMUSG00000022708	Zbtb20	ENSG00000181722	ZBTB20
ENSMUSG00000035798	Zdhhc17	ENSG00000186908	ZDHHC17
ENSMUSG00000044477	Zfand3	ENSG00000156639	ZFAND3
ENSMUSG00000038872	Zfhx3	ENSG00000140836	ZFHX3
ENSMUSG00000027288	Zfp106	ENSG00000103994	ZNF106
ENSMUSG00000055917	Zfp277	ENSG00000198839	ZNF277
ENSMUSG00000050919	Zfp366	ENSG00000178175	ZNF366
ENSMUSG00000045333	Zfp423	ENSG00000102935	ZNF423
ENSMUSG00000050945	Zfp438	ENSG00000183621	ZNF438
ENSMUSG00000042197	Zfp451	ENSG00000112200	ZNF451
ENSMUSG00000060206	Zfp462	ENSG00000148143	ZNF462
ENSMUSG00000043903	Zfp469	ENSG00000225614	ZNF469
ENSMUSG00000058881	Zfp516	ENSG00000101493	ZNF516
ENSMUSG00000024420	Zfp521	ENSG00000198795	ZNF521
ENSMUSG00000043456	Zfp536	ENSG00000198597	ZNF536
ENSMUSG00000052713	Zfp608	ENSG00000168916	ZNF608
ENSMUSG00000085795	Zfp703	ENSG00000183779	ZNF703
ENSMUSG00000040209	Zfp704	ENSG00000164684	ZNF704
ENSMUSG00000059975	Zfp74	ENSG00000196437	ZNF569
ENSMUSG00000022306	Zfpm2	ENSG00000169946	ZFPM2
ENSMUSG00000032368	Zic1	ENSG00000152977	ZIC1
ENSMUSG00000007817	Zmiz1	ENSG00000108175	ZMIZ1
ENSMUSG00000021156	Zmynd11	ENSG00000015171	ZMYND11
ENSMUSG00000039671	Zmynd8	ENSG00000101040	ZMYND8
ENSMUSG00000039501	Znfx1	ENSG00000124201	ZNFX1
